name,manufacturer,price,salt_name,strength
Q-Bact,High-Q,Rs 444,Cefoperazone,1gm
Q-Bact,High-Q,Rs 621,Cefoperazone,2gm
Qink,Wilshire,Rs 290,Cefpodoxime,100mg
Qzon,Bosch,Rs 310,Ceftriaxone,1gm
Qzon,Bosch,Rs 110,Ceftriaxone,250mg
Qzon,Bosch,Rs 190,Ceftriaxone,500mg
Qzon,Bosch,Rs 310,Ceftriaxone,1gm
Qzon,Bosch,Rs 150,Ceftriaxone,500mg
Qluz,Wilshire,Rs 93,Piroxicam,20mg
Qsartan Plus,High-Q,Rs 222,Losartan Potassium,50mg
Quetap 100mg,Platinum,Rs 300,Risperidone,
Qbal,Bosch,Rs 146,Mecobalamin,500mcg
Qmetem-P,Bosch,Rs 495,Artemether,
Qmetem 15/90mg,Bosch,Rs 125,Artemether/Lumafantrine,
Qmetem 15/90mg 60ml,Bosch,Rs 225,Artemether/Lumafantrine,
QCO 50mg,ICI Pakistan Limited,Rs 400,,
Qusel,Hilton,Rs 537,Quetiapine,200mg
Qsartan,High-Q,Rs 103,Losartan Potassium,25mg
Quench,Ferozsons,Rs 257,Silver Sulphadiazine,1%
Qbal 500mcg IM / IV-INJ,Bosch,Rs 34,Mecobalamin,500mcg
QCO 100mg,ICI Pakistan Limited,Rs 687,,
Qazzo,Wilshire,Rs 400,Rosuvastatin calcium,20mg
Qfolic,Highnoon,Rs 450,Quatrefolic,400mcg
Qusel XR,Hilton,Rs 575,Quetiapine,200 mg
Qusel-XR,Hilton,Rs 505,Quetiapine,150 mg
Qosmet,Wilshire,Rs 140,Metformin,500 mg
Quitin,Werick,Rs 300,Quetiapine,100 mg
Q-Role,Maxitech Pharma,Rs 317,,
Qazzo,Wilshire,Rs 306,Rosuvastatin calcium,10 mg
Qentel,Wilshire,Rs 50,Albendazole,200mg
Qzon,Bosch,Rs 90,Ceftriaxone,250mg
Quench 1% Cream 15GM,Ferozsons,Rs 93,Silver Sulphadiazine,1%
Quibron T/SR,GlaxoSmithKline,Rs 64,Theophylline,300mg
QUPIN 25MG TAB,Cellande Gene,Rs 125,Quetiapine,
Qilium,Fynk,Rs 30,Domperidone,10mg
Quinine,Lawrence,Rs 5,Quinine,300mg
Quinine Bisulphate,LCPW,Rs 7,Quinine,300mg
Quinine Bisulphate,LCPW,Rs 700,Quinine,300mg
Quinine Bisulphate Tab,Venus,Rs 230,Quinine,300mg
Quinine Dihydrochloride Inj,Venus,Rs 8,Quinine,300mg
Qferon,Bosch,Rs 600,Interferon Alfa-2b.,3MIU
Recol,Barrett,Rs 227,Simvastatin,10mg
Recol 20mg,Barrett,Rs 357,Simvastatin,
Rotec,Searle,Rs 218,Diclofenac,75mg
Requip 0.25mg,GlaxoSmithKline,Rs 197,Ropinirole,
Requip 2mg,GlaxoSmithKline,Rs 402,Ropinirole,
Ramipace 1.25mg,Pharm Evo,Rs 195,Ramipril,1.25mg
Ramipace 2.5mg,Pharm Evo,Rs 285,Ramipril,2.5mg
Ramipace 5mg,Pharm Evo,Rs 320,Ramipril,5mg
Ramipace 10mg,Pharm Evo,Rs 398,Ramipril,10mg
Rolip,Hilton,Rs 350,Rosuvastatin calcium,10mg
Ronirol,Hilton,Rs 270,Ropinirole,1mg
Revoc,Platinum,Rs 190,Risperidone,1mg
Ruling,High-Q,Rs 240,Omeprazole,40mg
Risek Insta Sugar Free,Getz Pharma,Rs 36,Omeprazole,40mg
Rolip,Hilton,Rs 585,Rosuvastatin calcium,20mg
Ronirol,Hilton,Rs 144,Ropinirole,0.25mg
Rifaxa 200mg,Ferozsons,Rs 400,Rifaximin,
Rabixin,Genetics Pharmaceuticals,Rs 173,Rabeprazole,20 mg
Rosubar 5mg,Barrett,Rs 210,Rosuvastatin calcium,
Ribazole,Getz Pharma,Rs 340,Ribavirin,400 mg
Respicare,Genix,Rs 245,Montelukast,10mg
Revitale-b,GlaxoSmithKline,Rs 251,Vitamin B complex plain and with Vitamin C,
Rino Clenil,Chiesi,"Rs 1,061",Beclomethasone,100mcg
Rolip,Hilton,Rs 225,Rosuvastatin calcium,5mg
Rabecid,Highnoon,Rs 224,Rabeprazole,10mg
Rabecid,Highnoon,Rs 421,Rabeprazole,20mg
Reline 50MG,Surge,Rs 340,Sertraline,50mg
Remethan 50,High-Q,Rs 80,Diclofenac Sodium,50mg
Ronirol,Hilton,Rs 335,Ropinirole,2mg
REPAR 10MG TAB,Barrett,Rs 222,Rabeprazole,10mg
Rifaxa,Ferozsons,Rs 475,Rifaximin,550mg
Rocephin,Martin Dow,"Rs 1,244",Ceftriaxone,1gm
Rondec-C 120 ML,Abbott Laboratories,Rs 166,Cough Sedative,
Rosubar 20mg,Barrett,Rs 490,Rosuvastatin calcium,
Roxvita,High-Q,Rs 187,Multivitamin,
Rubifer,AGP,Rs 150,Iron Polymaltose,100mg
Ranola,Highnoon,Rs 194,Ranolazine,500mg
RayPride,RayPharma,Rs 124,Glimepiride,2mg
RayPride,RayPharma,Rs 186,Glimepiride,3mg
RayPride,RayPharma,Rs 247,Glimepiride,4mg
Raypride-M,RayPharma,Rs 120,Glimepiride,1mg
Raypride-M,RayPharma,Rs 195,Glimepiride,2mg
Regain xr,Werick,Rs 25,Metformin,850mg
Revalp Tablet,Genetics Pharmaceuticals,Rs 51,Divalproex Sodium,250mg
Revalp,Genetics Pharmaceuticals,Rs 80,Divalproex Sodium,500mg
Raypentin,Ray Pharma,Rs 150,Gabapentin,400mg
Regab,Amarant,Rs 237,Pregabalin.,150mg
Relspasm,Wilshire,Rs 288,Thiocolchicoside,4mg
Ram-Off,Valor,Rs 165,Azithromycin,200mg
Rayaz,Ray Pharma,Rs 407,Azithromycin,250mg
Rayaz,Ray Pharma,Rs 298,Azithromycin,200mg
Rayaz,Ray Pharma,Rs 497,Azithromycin,500mg
Resque,Stand Pharm,Rs 210,Azithromycin,250mg
Resque,Stand Pharm,Rs 230,Azithromycin,200mg
Romycin,Nabi Qasim,Rs 150,Azithromycin,250mg
Recormon,Roche,"Rs 2,541",Epoetin Beta,5000IU
Ranker,Wilshire,Rs 315,Clarithromycin,125mg
Ranker,Wilshire,Rs 260,Clarithromycin,250mg
Ranker,Wilshire,Rs 208,Clarithromycin,500mg
Riomed,Stand Pharm,Rs 350,Clarithromycin,250mg
Riomed,Stand Pharm,Rs 629,Clarithromycin,500mg
Rithmo,Sami,Rs 166,Clarithromycin,125mg
Rithmo,Sami,Rs 349,Clarithromycin,125mg
Rithmo,Sami,Rs 585,Clarithromycin,250mg
Rithmo,Sami,Rs 312,Clarithromycin,250mg
Rithmo,Sami,Rs 626,Clarithromycin,500mg
Rithmo,Sami,Rs 285,Clarithromycin,500mg
Rite,Werick,Rs 155,Amoxicillin,875mg
Rite Ds,Werick,Rs 120,Amoxicillin,500mg
Retoret,Mass-PH Health,Rs 234,Desloratadine,5mg
Rhizin,Cibex,Rs 109,Cetirizine,10mg
Rigix,AGP,Rs 134,Cetirizine,10mg
Rolac,Sami,Rs 375,Itraconazole,100mg
Rayprazole,Ray Pharma,Rs 125,Esomeprazole,20mg
Rayprazole,Ray Pharma,Rs 208,Esomeprazole,40mg
Relaxul,kaizen,Rs 170,Esomeprazole,20mg
Relaxul,kaizen,Rs 283,Esomeprazole,40mg
Raylox,Ray Pharma,Rs 254,Levofloxacin,500mg
Raylox,Ray Pharma,Rs 150,Levofloxacin,250mg
Raylox,Ray Pharma,Rs 225,Levofloxacin,500mg
Raylox,Ray Pharma,Rs 229,Levofloxacin,750mg
Ramflox,Remington,Rs 115,Levofloxacin,250mg
Ramflox,Remington,Rs 200,Levofloxacin,500mg
Ropen,Macter,"Rs 2,509",Meropenem,1gm
Ropen,Macter,"Rs 1,327",Meropenem,500mg
Risek Insta Sugar Free,Getz Pharma,Rs 22,Omeprazole,20 mg
Renitec,OBS,Rs 189,Enalapril Maleate,10mg
Renitec,OBS,Rs 101,Enalapril Maleate,5mg
Ruling,High-Q,Rs 183,Omeprazole,20mg
Rosulin,Highnoon,Rs 178,Rosuvastatin calcium,5mg
Rehydro Salt Lemon,Alithia Healthcare,Rs 259,"sodium chloride, sodium citrate, potassium chlorid",2.6gm
Reliefal,Nabi Qasim,Rs 419,Paracetamol,250mg
Razodex,Getz Pharma,Rs 420,Dexlansoprazole,60 mg
Rast 5 mg,Tabroos,Rs 190,Rosuvastatin calcium,5mg
Rocephin,Martin Dow,"Rs 1,091",Ceftriaxone,1gm
Ronil,Tabroos,Rs 350,Ceftriaxone,1gm
Ronil,Tabroos,Rs 135,Ceftriaxone,500mg
Ryxon,Brookes,Rs 120,Ceftriaxone,250mg
Ryxon,Brookes,Rs 250,Ceftriaxone,1gm
Ryxon,Brookes,Rs 180,Ceftriaxone,500mg
Respro SR,Searle,Rs 147,Theophylline,300mg
Rosuvax 5mg,Asian Continental,Rs 160,Rosuvastatin calcium,
Rovator 5 mg,Atco,Rs 235,Rosuvastatin calcium,
Rast  20 mg,Tabroos,Rs 470,Rosuvastatin calcium,20mg
Risek IV,Getz Pharma,Rs 425,Omeprazole,40 mg
Rodexib,Platinum,Rs 265,Dexibuprofen,300mg
Rodexib,Platinum,Rs 328,Dexibuprofen,400mg
Rein,S.J. & G. Fazul Ellahie,Rs 416,Diacerein,50mg
Rotec,Searle,Rs 214,Diclofenac Sodium,50mg
Rast 10mg,Tabroos,Rs 300,Rosuvastatin calcium,10mg
Rhulef,Searle,Rs 660,Leflunomide,10mg
Rhulef,Searle,Rs 317,Leflunomide,20mg
Relevo,Hirani's Pharma,Rs 141,Piroxicam,20mg
Riacen,Chiesi,Rs 109,Piroxicam,20mg
Rosiden,Medisure,Rs 89,Piroxicam,20mg
Roxicam,Wilson's,Rs 123,Piroxicam,20mg
Rapicort 5 mg,Tabroos,Rs 39,Prednisolone,5mg
Renavel 800mg,Genome Pharma,"Rs 1,195",Sevelamer,
Reslorton 75 mg,Nexpharm,Rs 224,Pregabalin,
ROVATOR 10 mg,Atco,Rs 380,Rosuvastatin calcium,
Regasta,Getz Pharma,Rs 350,Itopride,50 mg
Risp,Adamjee Pharmaceuticals,Rs 547,Risperidone,1mg
Rejuva,ICI Pakistan Limited,"Rs 1,106",Vitamins,
Rivaxo,Getz Pharma,Rs 385,,
Rize Pluse,Werick,Rs 210,Escitalopram,10mg
Risp,Adamjee Pharmaceuticals,Rs 317,Risperidone,3mg
Rova 10mg,Bosch,Rs 280,,
Rossmax Aero Spacer Valved Holding Chamber Size (AS175),Rossmax,"Rs 2,600",,
Ropinol,Amarant,Rs 276,,
Ruling Plus,High-Q,Rs 39,Esomeprazole,40mg
Reducid,Platinum,Rs 165,,
Razodex,Getz Pharma,Rs 265,Dexlansoprazole,30 mg
Respicare,Genix,Rs 30,Montelukast,4mg
Rosubar,Barrett,Rs 390,Rosuvastatin calcium,10mg
Rosuvax,Asian Continental,Rs 319,Rosuvastatin calcium,10mg
Repar 20mg,Barrett,Rs 290,Rabeprazole,
Relispa,Searle,Rs 72,Drotaverine,80 mg
Recept,Helix Pharma,Rs 264,Risperidone,2mg
Recept,Helix Pharma,Rs 197,Risperidone,1mg
Rosuvax,Asian Continental,Rs 450,,
Rova,Bosch,Rs 421,Rosuvastatin calcium,20mg
Rifin Forte,Pacific Pharma,Rs 192,,
Roswin,Martin Dow,Rs 330,,
Rement,High-Q,Rs 435,Memantine,10mg
Reline,Surge,Rs 520,Sertraline,100mg
Roviros,Nabi Qasim,Rs 275,Rosuvastatin calcium,5mg
Rancard XR,Searle,Rs 586,Ranolazine,1000mg
Rancard XR,Searle,Rs 211,Ranolazine,500mg
Ranola,Highnoon,Rs 220,Ranolazine,1000mg
Rubifer F,AGP,Rs 200,Folic acid/ Iron salt,100mg
Rayair,Ray Pharma,Rs 374,Montelukast,10 mg
Rayair,Ray Pharma,Rs 290,Montelukast,5 mg
Regulair,Werick,Rs 235,Montelukast,10 mg
Regulair,Werick,Rs 120,Montelukast,5 mg
Remethan 100R,High-Q,Rs 160,"Diclofenac Sodium, oral",100mg
Revoc,Platinum,Rs 345,Risperidone,2 mg
Reducid,Platinum,Rs 500,Famotidine,40 mg
Rova,Bosch,Rs 233,Rosuvastatin calcium,5mg
Risp,Adamjee Pharmaceuticals,Rs 118,Risperidone,1mg
Risp,Adamjee Pharmaceuticals,Rs 220,,
Reltus DM,Pharmatec,Rs 152,Chlorpheniramine Maleate,
Rovator,Atco,Rs 570,Rosuvastatin calcium,20mg
Rivaxo,Getz Pharma,Rs 630,Rivaroxaban,20 mg
Recuro,Hudson Pharma's,Rs 176,Sodium Carboxymethylcellulose,
Rosulin,Highnoon,Rs 320,Rosuvastatin calcium,10mg
Rosulin,Highnoon,Rs 495,Rosuvastatin calcium,20mg
Risp,Adamjee Pharmaceuticals,Rs 532,Risperidone,4mg
Roviros 10mg,Nabi Qasim,Rs 289,,
Rivascot,Scotman,Rs 320,Rivaroxaban,10mg
Rivascot,Scotman,Rs 360,Rivaroxaban,15mg
Rivascot,Scotman,Rs 450,Rivaroxaban,20mg
Ringolact.1000ml,Otsuka,Rs 135,,
Rulid,Sanofi,Rs 453,Roxithromycin,150mg
Renvela,Sanofi,"Rs 2,466",Sevelamer,800mg
Rosuva,Wilson's,Rs 234,Rosuvastatin calcium,5mg
Rigix Cherry Flavor,AGP,Rs 165,Cetirizine,5mg
Remac,Searle,Rs 516,Lutein/Zeaxanthin,
Remac,Searle,"Rs 1,260",Lutein/Zeaxanthin,
Regab,Amarant,Rs 542,Pregabalin,100mg
Roxaban,Genetics Pharmaceuticals,Rs 630,Rivaroxaban,20mg
Regab,Amarant,Rs 390,Pregabalin,50mg
Respicare,Genix,Rs 202,Montelukast,4mg
Rosuva,Wilson's,Rs 382,Rosuvastatin calcium,10mg
Rhizin,Cibex Limited,Rs 55,Cetirizine,10mg
Reltus C&F,Pharmatec,Rs 50,Chlorpheniramine,
Ram-Off 250 mg Capsule 2 x 5's Pack,Valor-Al Hameed,Rs 152,Azithromycin,250 mg
RespiCare,Genix,Rs 350,Montelukast,5 mg
Respiklar,Titlis Pharma,Rs 330,Clarithromycin,250 mg
Respiklar,Titlis Pharma,Rs 518,Clarithromycin,500 mg
Rifalis,Titlis Pharma,Rs 231,Rifaximin,200 mg
Rifalis,Titlis Pharma,Rs 575,Rifaximin,550 mg
Roxalis,Titlis Pharma,Rs 78,Rivaroxaban,2.5 mg
Roxalis,Titlis Pharma,Rs 300,Rivaroxaban,10 mg
Roxalis,Titlis Pharma,Rs 200,Rivaroxaban,15 mg
Roxalis,Titlis Pharma,Rs 245,Rivaroxaban,20 mg
Rosca,Genix Pharma,Rs 300,Rosuvastatin calcium,10 mg
Retrieve Cream 30 gm Pack,Pharma Health,Rs 372,"Hydroquinone, Tretinoin, and Fluocinolone Acetonid",
Resque,Stand Pharm,Rs 360,Azithromycin,200 mg
Rimona,Hinucon,Rs 253,,
Rovista EZ,Getz Pharma,Rs 205,Rosuvastatin calcium,5 mg
Rovista EZ,Getz Pharma,Rs 426,Rosuvastatin + Ezetimibe,10 mg + 10 mg
Rovista EZ,Getz Pharma,Rs 590,Rosuvastatin calcium,20 mg
Revipir,Genix,Rs 700,Favipiravir,200 mg
Ritor,Genix,Rs 250,Itopride,50 mg
Rabro,Genix,Rs 108,Rabeprazole,10 mg
Rabro,Genix,Rs 307,Rabeprazole,20 mg
Rosera,Sami,Rs 420,Rosuvastatin calcium,20 mg
Respy,Hudson Pharma's,Rs 270,Tiotropium bromide,18 mcg
Rigix 15 ml,AGP,Rs 126,Cetirizine Hydrochloride,
Risperto,Swansea Pharmaceuticals,Rs 128,Risperidone,1 mg
Risperto,Swansea Pharmaceuticals,Rs 237,Risperidone,2 mg
Regab,Amarant,Rs 415,Pregabalin,75 mg
Risek 40mg,Getz Pharma,Rs 257,Omeprazole,
Risek,Getz Pharma,Rs 183,Omeprazole,20 mg
Rapicort,Tabroos,Rs 230,,
Romega,Genetics Pharmaceuticals,"Rs 1,151",,
Rosoz,OBS,"Rs 3,200",,
Romycin,Nabi Qasim,Rs 204,Azithromycin,500 mg
Reteric,High-Q,Rs 238,,
RBC F,Genix Pharma,Rs 122,,
Ropsol Ophthalmic Emulsion,Atco,Rs 350,,
Renavit,Rene Pharmaceutical,Rs 595,,
Ridomide DS,Horizon Pharma,Rs 732,,
Rayan Bottle,Serving Health Pakistan,"Rs 1,200",,
Rovista 5mg,Getz,Rs 234,Rosuvastatin calcium,
Rovista 10mg,Getz Pharma,Rs 437,Rosuvastatin calcium,
Rovista,Getz,Rs 672,Rosuvastatin calcium,20 mg
Rock-D Plus,Health Supplement Inc.,"Rs 1,100",,
Reltus Cough Expectorant,Pharmatec,Rs 89,Paracetamol,
Rhilor-D,Pharmatec,Rs 129,Loratadine,
RayPride,RayPharma,Rs 62,Glimepiride,1mg
Regain xr,Werick,Rs 18,Metformin,500mg
Raypentin,Ray Pharma,Rs 50,Gabapentin,100mg
Raypentin,Ray Pharma,Rs 100,Gabapentin,300mg
Relaxit,Glitz,Rs 80,Tizanidine,2mg
Rexant,Helix Pharma,Rs 109,Tizanidine,2mg
Rite,Werick,Rs 65,Amoxicillin,125mg
Rite Ds,Werick,Rs 100,Amoxicillin,250mg
Rhizin,Cibex,Rs 50,Cetirizine,1mg|ml
Ronex,Hilton,Rs 64,Cetirizine,1mg
Ronex,Hilton,Rs 92,Cetirizine,10mg
Reliefal,Nabi Qasim,Rs 55,Paracetamol,120mg
Reliefal 6 plus,Nabi Qasim,Rs 67,Paracetamol,250mg
Reliefal 6 plus,Nabi Qasim,Rs 35,Paracetamol,250mg
Ronil,Tabroos,Rs 125,Ceftriaxone,250mg
Ruberin,Wood Wards,Rs 40,Ibuprofen,100mg
Rize 20mg,Werick,Rs 195,Fluoxetine,
Reltus C&F,Pharmatec,Rs 125,Chlorpheniramine,
Relispa,Searle,Rs 45,Drotaverine,40mg
Rama-D,Global Pharma,Rs 85,Tramadol,50 mg|ml
Reliefal,Nabi Qasim,Rs 97,Paracetamol,250 mg
Reliefal,Nabi Qasim,Rs 42,Paracetamol,120 mg
Renitec,OBS,Rs 208,Enalapril Maleate,20mg
Rovista,Getz Pharma,Rs 203,Rosuvastatin calcium,
Rovista,Getz Pharma,Rs 339,Rosuvastatin calcium,
Risek,Getz Pharma,Rs 161,Omeprazole,20 mg
Risek,Getz Pharma,Rs 210,Omeprazole,
Rivotril,Martin Dow,Rs 53,Clonazepam,0.5mg
Risperdal,Janssen,Rs 228,Risperidone,1mg
Risperdal,Janssen,Rs 867,Risperidone,4mg
Rimactal-INH,Novartis,Rs 294,Isoniazid,300mg
Rovista,Getz Pharma,Rs 600,Rosuvastatin calcium,20 mg
Requip 1mg,GlaxoSmithKline,Rs 276,Ropinirole,
Rivotril,Martin Dow,Rs 135,Clonazepam,2mg
Rimactal,Novartis,Rs 107,Rifampicin,2%
Remore,Genetics Pharmaceuticals,Rs 800,,
Revomet Gel 1%,kaizen,Rs 247,Metronidazole,40gm
Rontilate,Horizon Pharma,Rs 137,Strontium,2g
Ropinol 1mg,Edwin Pharma,Rs 133,Ropinirole,
Rhino Sone Nasal Spray,Schazoo Pharmaceuticals,Rs 109,Ephedrine,
Rinelon Nasal Spray,Schering-Plough,Rs 878,"Mometasone, topical",
Royal Jelly,The Vitamin Company,"Rs 1,000",,
Risperdal 2mg,Janssen,Rs 879,Risperidone,
Renavel,Genome Pharma,Rs 476,Sevelamer,400mg
Resochin,Bayer,Rs 26,Chloroquine Phosphate,250mg
Rhophylac (Anti D) 300mcg 1PFSx2ml,South City,"Rs 5,800",Rho,D Immune Globulin
Rock-D 600mg,Health Supplement Inc.,Rs 480,Calcium Supplement,600mg
Retryl,Rock PhARMA,Rs 51,Glimepiride,1mg
Retryl,Rock PhARMA,Rs 70,Glimepiride,2mg
Retryl,Rock PhARMA,Rs 122,Glimepiride,3mg
Retryl,Rock PhARMA,Rs 127,Glimepiride,4mg
Rangon,V Care,Rs 104,Pioglitazone,45mg
Raptrol,Wilshire,Rs 100,Repaglinide,1mg
Raptrol,Wilshire,Rs 95,Repaglinide,2mg
Rozi,Wilshire,Rs 105,Rosiglitazone,4mg
Rozimet,Wilshire,Rs 60,Rosiglitazone,2mg
Rozimet,Wilshire,Rs 110,Rosiglitazone,2mg
Rozimet,Wilshire,Rs 175,Rosiglitazone,4mg
Ruphen,Reko,Rs 11,Dextropropoxyphene,32.5mg
Rexagon,S.J. & G. Fazul Ellahie,Rs 125,Pentazocine,30mg
Ramol,Macter,Rs 292,Tramadol,50mg
Ramol,Macter,Rs 33,Tramadol,50mg
Restane,Akhai,"Rs 2,110",Isoflurane,99.9%
Recofol,A. J. & Co.,"Rs 1,335",Propofol,1%
Recofol,A. J. & Co.,Rs 685,Propofol,1%
Recofol,A. J. & Co.,Rs 66,Propofol,1%
Ropicain,LCPW,Rs 106,Ropivacaine,1%
Revotril,Martin Dow,Rs 37,Clonazepam,0.5mg
Rospam,Lowitt,Rs 48,Clonazepam,2mg
Revalp Syrup,Genetics Pharmaceuticals,Rs 135,Divalproex Sodium,250mg
Regab,Amarant,Rs 172,Pregabalin.,75mg
Relaxtron,Zafa,Rs 52,Atracurium Besylate,25mg
Relaxamed,Medicraft,Rs 160,Tizanidine,2mg
Ronate,Amarant,Rs 385,Ibandronic Acid,150mg
Relofin,Nexpharm,Rs 200,Raloxifene,60mg
Revera,Tagma,Rs 100,Raloxifene,60mg
Redrona,Bosch,Rs 500,Risedronate Sodium,35mg
Redrona,Bosch,Rs 266,Risedronate Sodium,5mg
Risofos,Hansel,Rs 390,Risedronate Sodium,5mg
Risonate,Shaigan,"Rs 1,200",Risedronate Sodium,35mg
Risonate,Shaigan,Rs 350,Risedronate Sodium,5mg
Rasilez,Novartis,Rs 490,Aliskiren,150mg
Rasilez,Novartis,Rs 819,Aliskiren,300mg
Rasilez HCT,Novartis,"Rs 1,638",Aliskiren,300mg
Rasilez HCT,Novartis,"Rs 1,638",Aliskiren,300mg
Ram-Off,Valor,Rs 304,Azithromycin,250mg
Ram-Off,Valor,Rs 125,Azithromycin,500mg
Rezoxin,Reko,Rs 120,Azithromycin,250mg
Romy,Fozan,Rs 255,Azithromycin,250mg
Romy,Fozan,Rs 125,Azithromycin,500mg
Romy,Fozan,Rs 165,Azithromycin,200mg
Romycin,Nabi Qasim,Rs 137,Azithromycin,500 mg
Rothin,Rakahposhi,Rs 240,Azithromycin,250mg
Rothin,Rakahposhi,Rs 165,Azithromycin,200mg
Rapidon,Usawa,Rs 32,Domperidone,10mg
Ridon,Bloom Pharma,Rs 49,Domperidone,10mg
Recormon,Roche,"Rs 1,007",Epoetin Beta,2000IU
Recormon,Roche,"Rs 6,864",Epoetin Beta,2000IU
Rakacid,Rakahposhi,Rs 180,Clarithromycin,125mg
Rithmo,Sami,Rs 207,Clarithromycin,500mg
Ritrocin,Pulse,Rs 445,Clarithromycin,500mg
Rizcid,Jinnah Pharma,Rs 240,Clarithromycin,250mg
Rizcid,Jinnah Pharma,Rs 445,Clarithromycin,500mg
Rascotran Ds,Rasco,Rs 11,Trimethoprim,160mg
Rexotil,Reko,Rs 242,Diphenoxylate,2.5mg
Rakacid,Rakahposhi,Rs 200,Clarithromycin,250mg
Rakacid,Rakahposhi,Rs 350,Clarithromycin,500mg
Resclear,Shawan,Rs 240,Clarithromycin,250mg
Resclear,Shawan,Rs 445,Clarithromycin,500mg
Respimax,Schazoo Pharmaceuticals,Rs 227,Clarithromycin,125mg
Respimax,Schazoo Pharmaceuticals,Rs 200,Clarithromycin,250mg
Respimax,Schazoo Pharmaceuticals,Rs 375,Clarithromycin,500mg
Riomed,Stand Pharm,Rs 271,Clarithromycin,125mg
Ritek,Alliance,Rs 240,Clarithromycin,250mg
Ritek,Alliance,Rs 425,Clarithromycin,500mg
Rithcin,Qintar Pharma,Rs 240,Clarithromycin,250mg
Rithinex,Nexus,Rs 231,Clarithromycin,125mg
Rithinex,Nexus,Rs 223,Clarithromycin,250mg
Rithinex,Nexus,Rs 390,Clarithromycin,500mg
Ritrocin,Pulse,Rs 240,Clarithromycin,250mg
Rolite,Libra,Rs 240,Clarithromycin,125mg
Rolite,Libra,Rs 195,Clarithromycin,250mg
Rolite,Libra,Rs 330,Clarithromycin,500mg
Reetag,Tagma,Rs 200,Desloratadine,5mg
Roferon-A,Roche,"Rs 6,448",Interferon Alfa-2a,18MIU
Roferon-A,Roche,Rs 980,Interferon Alfa-2a,3MIU
Roferon-A,Roche,"Rs 3,222",Interferon Alfa-2a,9MIU
Refron,Global-Vision,Rs 471,Interferon Alfa-2b.,3MIU
Recute,Shawan,Rs 365,Isotretinoin Topical,10mg
Recute,Shawan,Rs 182,Isotretinoin Topical,10mg
Seretide Evohaler 25/250mcg,GlaxoSmithKline,"Rs 1,982",Salmeterol,25mcg
Seradep 5mg,Barrett,Rs 160,Escitalopram,
Seradep 10mg,Barrett,Rs 190,Escitalopram,
Seroxat 20mg,GlaxoSmithKline,Rs 496,Paroxetine,
Sinemet,OBS,Rs 257,Carbidopa,25mg
Sofvasc,Wilson's,Rs 178,Amlodipine,5mg
Sert 50mg,Barrett,Rs 450,Sertraline,50mg
Serc 16mg,Abbott Laboratories,Rs 268,Betahistine,16mg
Serc 8mg,Abbott Laboratories,Rs 162,Betahistine,8mg
Sofvasc,Wilson's,Rs 349,Amlodipine,10mg
Survive 10mg,Werick,Rs 170,Simvastatin,
Survive 20mg,Werick,Rs 320,Simvastatin,
Sangobion,Merck,Rs 69,Iron with Multiple Vitamins,
Seroquel 25 mg,ICI Pakistan Limited,Rs 486,Quetiapine,
Seroquel,ICI Pakistan Limited,"Rs 1,713",Quetiapine,100mg
Synalar 30gm,Pharma Health,Rs 178,Fluocinolone,
Stat-A,High-Q,Rs 170,Atorvastatin calcium trihydrate,20mg
Stemetil 5mg,Sanofi,Rs 52,Prochlorperazine,
Stat-A,High-Q,Rs 144,Atorvastatin calcium trihydrate,10mg
Skilax 5mg,Highnoon,Rs 46,Sodium Picosulphate,
Stugeron Tablet,Aspin Pharma,Rs 32,Cinnarizine,25mg
Stugeron Forte,Aspin Pharma,Rs 130,Cinnarizine,75mg
Silliver,Abbott Laboratories,Rs 404,Silymarin,200mg
Sunny D Stat,Scotman,Rs 450,Vitamin D3,"200,000IU"
Sartan 50mg Tablet,Barrett,Rs 290,Losartan Potassium,
Seacal Tablet,Wilson's,"Rs 1,000",,
Sert 100mg,Barrett,Rs 650,Sertraline,100mg
Spasfon,Himont,Rs 348,Phloroglucinol,80mg
Stat-A,High-Q,Rs 230,Atorvastatin calcium trihydrate,40mg
Secnidal 500mg,Sanofi,Rs 102,Secnidazole,500mg
Secnidal Forte,Sanofi,Rs 206,Secnidazole,
Sitagen-M 50/500,Ferozsons,Rs 372,Metformin,50mg
Sulvorid,High-Q,Rs 198,Levosulpiride,50mg
Serc,Abbott Laboratories,Rs 290,Betahistine,24mg
SgIndrop D Soft Gels (200000 IU),Neutro,Rs 350,Vitamin D3,
Salazodine EC 500 mg,Ferozsons,Rs 128,Sulphasalazine,500mg
Scabion Lotion,Atco,Rs 286,Crotamiton,
Serlin,Amarant,Rs 750,Sertraline,100mg
Serlin,Amarant,Rs 430,Sertraline,50mg
Simbex,Searle,Rs 368,Ezetimibe,10mg
Simbex,Searle,Rs 420,Ezetimibe,20mg
Sinaxamol,AGP,Rs 60,Orphenadrine,35mg
Softeal 0.3 % Eye drop,Sante,Rs 295,Hypromellose,
Spasler Neo,AGP,Rs 124,Mebeverine,135mg
SPASMOMEN (Otilonium Bromide) TABLET,Pharmatec,Rs 218,Otilonium Bromide,
Stiemazole Lotion,Stiefel,Rs 214,Clotrimazole,1%
Suxeed Sachet,Aqmar,Rs 105,Folic Acid,
Serenace,Searle,Rs 169,Haloperidol,10mg
Serenace,Searle,Rs 209,Haloperidol,5mg
